"geogid","geog","lat","lon"
"34080141","NOAA Site-Stn 14382","24 26.818","-81 57.005"
"34080142","NOAA Site-Stn 13912","24 27.053","-81 56.751"
"34080143","NOAA Site-Stn 14652","24 26.164","-81 54.574"
"34080144","NOAA Site-Stn 14662","24 26.228","-81 55.265"
"34080145","NOAA Site-Stn 14502","24 26.591","-81 56.578"
"34080146","NOAA Site-Stn 14512","24 26.805","-81 55.080"
"34080147","NOAA Site-Stn 14252","24 27.326","-81 55.300"
"34080148","NOAA Site-Stn 14262","24 27.312","-81 55.133"
"34080149","NOAA Site-Stn 13812","24 27.384","-81 54.978"
"34080150","NOAA Site-Stn 14672","24 26.210","-81 54.437"
"34080151","NOAA Site-Stn 14682","24 26.858","-81 54.283"
"34080152","NOAA Site-Stn 14492","24 27.536","-81 52.676"
"34080153","NOAA Site-Stn 13822","24 28.204","-81 52.364"
"34080154","NOAA Site-Stn 14342","24 29.191","-81 42.578"
"34080155","NOAA Site-Stn 14422","24 29.153","-81 42.631"
"34080156","NOAA Site-Stn 13892","24 29.467","-81 42.652"
"34080157","NOAA Site-Stn 13902","24 30.072","-81 41.678"
"34080158","NOAA Site-Stn 14182","24 27.568","-81 50.652"
"34080159","NOAA Site-Stn 14012","24 27.833","-81 50.351"
"34080160","NOAA Site-Stn 14022","24 27.890","-81 50.053"
"34080161","NOAA Site-Stn 14272","24 28.419","-81 49.480"
"34080162","NOAA Site-Stn 14172","24 28.982","-81 41.980"
"34080163","NOAA Site-Stn 14432","24 29.182","-81 41.906"
"34080164","NOAA Site-Stn 13772","24 30.410","-81 42.524"
"34080165","NOAA Site-Stn 13782","24 30.505","-81 42.510"
"34080166","NOAA Site-Stn 13612","24 29.892","-81 43.975"
"34080167","NOAA Site-Stn 13632","24 30.547","-81 44.078"
"34080168","NOAA Site-Stn 13622","24 30.312","-81 45.260"
"34080169","NOAA Site - Stn 13792","24 30.982","-81 41.938"
"34110015","Barnes Sound Cormorant Rookery","25 13.881","-80 24.921"
"51110017","Playa Baracoa","23 03.497","-82 32.963"
"51021019","Punta de Piedra Reef Crest (Isle de la Juventud)","21 37.243","-83 11.883"
"51021020","Mangrove Habitat (Isle de la Juventud)","21 37.348","-83 11.444"
"33010747","Lady Luck /Newtown Creek (Shipwreck Park - Pompano Beach)","26 14.633","-80 03.700"
"33010748","Wreck of the Ana Cecelia","26 47.087","-80 00.948"
"41080009","Pretty in Pink",NULL,NULL
"41080010","Lost Medallion",NULL,NULL
"41080011","Long Bow",NULL,NULL
"41080012","Freedom Reef",NULL,NULL
"34040072","Merkel Hassenfasser","24 52.681","-80 34.056"
"32010087","Hobe Sound Nearshore Reef","27 04.044","-80 06.823"
"42010105","Green Caye North Side","25 06.687","-77 11.501"
"34050092","Horseshoe Pit (Big Pine Key)","24 39.366","-81 18.152"
"73040003","Gibbs Bay","13 13.701","-59 38.574"
"34030214","Tavernier Key NE End","25 00.100","-80 29.536"
"42080004","Coney Island / Wedge Rock","23 48.420","-75 07.043"
"42080005","Dolphin Reef","23 50.301","-75 07.738"
"33010019","Lee Street (Hollywood)","26 01.849","-80 06.546"
"85030169","Turtle City (East Side)","12 05.600","-68 13.700"
"57050029","Hurricane Rocks","15 58.854","-86 28.382"
"57050030","Lamb Bay Cay","15 57.567","-86 28.368"
"57050031","No Name","15 57.269","-86 28.041"
"57050032","Secret Beach","15 58.789","-86 28.188"
"34040234","NOAA Site-Stn 12952","24 53.667","-80 33.130"
"34040235","NOAA Site-Stn 12961","24 53.935","-80 33.952"
"34040236","NOAA Site-Stn 12541","24 54.646","-80 33.116"
"34040237","NOAA Site-Stn 13422","24 44.833","-80 45.785"
"34040238","NOAA Site-Stn 13231","24 45.909","-80 44.116"
"34040239","NOAA Site-Stn 13032","24 45.806","-80 45.311"
"34040240","NOAA Site-Stn 13091","24 45.817","-80 45.548"
"34040241","NOAA Site-Stn 13342","24 46.073","-80 44.999"
"34040242","NOAA Site-Stn 12631","24 46.987","-80 45.800"
"34040243","NOAA Site-Stn 13372","24 46.484","-80 43.036"
"34040244","NOAA Site-Stn 13111","24 47.627","-80 41.956"
"34040245","NOAA Site-Stn 12792","24 48.531","-80 40.843"
"34040246","NOAA Site-Stn 13241","24 49.070","-80 39.416"
"34040247","NOAA Site-Stn 12532","24 54.520","-80 36.607"
"34040248","NOAA Site-Stn 13021","24 50.878","-80 37.420"
"34040249","NOAA Site-Stn 12731","24 50.980","-80 37.346"
"34040250","NOAA Site-Stn 12942","24 52.022","-80 35.726"
"34040251","NOAA Site-Stn 12621","24 52.087","-80 35.095"
"34040252","NOAA Site-Stn 12652","24 56.748","-80 28.336"
"34040253","NOAA Site-Stn 12971","24 56.035","-80 29.276"
"34040254","NOAA Site-Stn 12382","24 58.023","-80 26.353"
"34040255","NOAA Site-Stn 13452","24 54.598","-80 31.434"
"34040256","NOAA Site-Stn 12712","24 54.669","-80 31.777"
"34040257","NOAA Site-Stn 12722","24 54.746","-80 32.327"
"34040258","NOAA Site-Stn 13462","24 54.619","-80 30.368"
"34040259","NOAA Site-Stn 13472","24 55.367","-80 29.517"
"34040260","NOAA Site-Stn 13122","24 54.428","-80 31.803"
"34040261","NOAA Site-Stn 12472","24 56.569","-80 33.244"
"34060020","Looe Key - Marker 11","24 32.759","-81 24.318"
"34060021","Looe Key - Marker 19 / Shark Alley","24 32.671","-81 24.485"
"51040052","Boca Anclitas","20 46.183","-78 56.550"
"51040053","Five Seas / Cinco Mares","20 45.633","-78 50.950"
"51040054","Los Mogotes","20 45.737","-78 51.225"
"51040055","Los Indios","20 38.717","-78 42.950
"
"51040056","Cabezo de la Cubera","20 45.250","-78 50.233"
"51040057","Cueva del Pulpo","20 45.236","-78 50.248"
"51040058","Black Coral 2","20 45.253","-78 50.20"
"51040059","Cabeza de la Raya / Stingray Coral Head","20 45.317","-78 50.400"
"51040060","Pequeno Paraiso","20 43.800","-78 48.650"
"51040061","Las Cruces","20 42.800","-78 47.383"
"51040062","Gruta del Tarpon","20 43.000","-78 47.750"
"51040063","Cachiboca","20 40.400","-78 47.800"
"51040064","Boca de Piedra","20 45.633","-78 50.967"
"51040065","La Cana","20 46.463","-78 54.911"
"51040066","El Intermedio","20 46.183","-78 50.367"
"51040067","Pipin","20 49.550","-78 58.817"
"51040068","Iraina Reef",,
"51040069","El Farallon","20 49.578","-78 58.873"
"51040070","Anclitas","20 46.583","-78 56.050"
"33010749","Willingham Park","26 09.302","-80 06.007"
"33010750","Lauderdale Beach (27th St.)","26 09.681","-80 05.944"
"64010051","Harbour Beach Village Snorkel","17 41.928","-64 53.313"
"33010751","Kayuba Beach Reef","26 08.683","-80 05.871"
"85030170","Valerie's Hill (Klein)","12 09.416","-68 19.662"
"34030215","Tavernier Key Southeast side","24 59.655","-80 30.011"
"42110019","Broken Head / Octopus Head","23 37.010","-75 21.650"
"42110020","Green Eel Reef","23 40.110","-75 20.750"
"42080017","Ballast Stone Cut","23 54.200","-75 07.440"
"42080018","Anchor Chain Wall","23 48.660","-75 07.230"
"42080019","Sea Fan Heaven","23 48.060","-75 03.400"
"42080020","Southhampton Reef","23 54.860","-75 07.310"
"57050033","Moving Gardens","15 58.882","-86 28.660"
"57050034","Mariposa Banks","15 59.815","-86 30.012"
"57050035","Roatan Banks","16 03.848","-86 30.028"
"2902","Alacranes Reef System",NULL,NULL
"29020001","Morena Verde  (Isla Perez)","22 23.903","-89 42.436"
"29020002","Hongos (Isla Perez)","22 23.855","-89 42.552"
"29020003","Boya Pronatura (Isla Perez)","22 22.844","-89 41.646"
"29020004","Arcos (Desterrada)","22 35.201","-89 45.160"
"29020005","Tweet / El Tweed","22 32.776","-89 39.645"
"29020006","Caribbean (Isla Perez)","22 23.101","-89 37.795"
"29020007"," Tabasco (Isla Perez)","22 22.010","-89 40.215"
"29020008"," Muertos (Isla Perez)","22 23.098","-89 42.006"
"57050036","Dickey Z's","15 58.740","-86 28.822"
"34030216","PLAS",NULL,NULL
"34030217","Please use 34040172 (was Jeri's Joint)",,
"34040073","KW Splendor",NULL,NULL
"51040072","Las Crucesitas","20 43.133","-78 47.967"
"51040073","El Faro","20 38.300","-78 45.083"
"51040074","Patricia / Pios","20 46.483","-78 55.083"
"51040075","Pius Reef","20 46.300","-78 55.533"
"51040076","La Boca","20 46.800","-78 56.650"
"51040077","Finca de Pepe / Pepe's Farm","20 47.350","-78 57.000"
"51040078","Caballones","20 47.600","-78 57.517"
"51040079","El Peruano","20 50.650","-79 01.283"
"51040080","La Ballena",NULL,NULL
"34030218","NOAA Site-Stn 12061","25 02.134","-80 21.017"
"34030219","NOAA Site-Stn 12271","25 01.723","-80 21.301"
"34030220","NOAA Site-Stn 12401","24 59.407","-80 24.292"
"34030221","NOAA Site-Stn 12392","24 58.745","-80 24.982"
"34030222","NOAA Site-Stn 11522","24 59.653","-80 27.683"
"34030223","NOAA Site-Stn 11432","25 01.078","-80 26.380"
"34030224","NOAA Site-Stn 12421","25 02.755","-80 20.109"
"34030225","NOAA Site-Stn 11441","25 02.237","-80 24.927"
"34030226","NOAA Site-Stn 11552","25 01.754","-80 21.874"
"34030227","NOAA Site-Stn 12192","25 01.180","-80 21.999"
"34030228","NOAA Site-Stn 11562","25 02.144","-80 23.164"
"34030229","NOAA Site-Stn 11452","25 02.417","-80 23.664"
"34030230","Five Caves (French Reef)","25 01.983","-80 20.983"
"52040193","Lemon Wall","19 23.036","-81 19.344"
"52040194","Durgon's Domain","19 23.007","-81 19.087"
"11010203","Heinz's Secret","32 28.250","-64 48.567"
"54010042","Rodman","20 52.967","-86 50.912"
"54010043","Radio Pirata","20 51.088","-86 51.915"
"52040195","Harlequin","19 22.881","-81 18.303"
"71040037","Tent Reef Shallows (Red Buoy)",NULL,NULL
"51040081","Crocodile (Nino)","20 46.150","-78 49.700"
"51040082","Beach (Jutia - Iguana)","20 46.218","-78 50.488"
"51040083","Tres Piedras","20 54.985","-79 07.341"
"51040084","Fraile","20 53.351","-79 04.600"
"51040085","Rainbow Reef","20 57.886","-79 12.529"
"51040086","Cabezo de la Guasa","20 57.925","-79 12.274"
"51040087","Luis Miguel Reef","20 54.554","-79 07.118"
"51040088","Dark Reef","20 46.139","-78 53.940"
"51040089","Samoray Reef",NULL,NULL
"51040090","Anclitas West",NULL,NULL
"11010204","Convict Bay","32 22.865","-64 40.323"
"11010205","Horseshoe Island / Town Cut","32 22.647","-64 39.910"
"63010031","Lobitto","18 22.330","-65 33.579"
"63010032","North Coast Palomino Island","18 21.362","-65 34.374"
"73010021","Sentier Sous-Marin (Underwater trail)","14 30.433","-61 05.517"
"21010323","B & B Reef","30 04.928","-85 42.878"
"34040074","Riverbed (Alligator Reef)","24 48.578","-80 40.870"
"42020007","Paradise Beach","25 05.270","-77 19.759"
"42020008","Cove Beach","25 05.301","-77 19.539"
"41020109","High Rock","26 36.586","-78 17.114"
"41020110","Mcleans Town","26 37.602","-77 56.659"
"41020111","Lightbourne Cay","26 33.437","-77 52.458"
"51040091","La Montana Rusa",NULL,NULL
"51040092","Vicente",NULL,NULL
"51040093","Coral Negro 1",NULL,NULL
"55040063","Playground (Halfmoon Caye)",NULL,NULL
"55030099","Crab Walk","17 17.983","-87 47.914"
"55030100","Blackbird Resort House Reef Snorkel",NULL,NULL
"23010089","Betonite",NULL,NULL
"23010090","Area 51",NULL,NULL
"34030231","Channel Marker 14",NULL,NULL
"21010324","Thomas Hayward (Liberty Ship)","30 18.266","-86 36.237"
"23010091","Ledge (near Sheridan Tug)",NULL,NULL
"64010130","Sandy Point","17 41.712","-64 54.052"
"57020177","Calabash Wall / Caves","16 23.430","-86 19.888"
"57020178","Crab Wall","16 23.291","-86 21.058"
"57020179","Casablanca","16 22.350","-86 23.056"
"57020180","Bless Wall (west of Church Wall)",NULL,NULL
"73080017","Brittania Bay (off Fort Shandy)","12 52.630","-61 11.400"
"73080018","Fishing Village (Brittania Bay)","12 52.931","-61 11.421"
"73080019","L'Ansecoy Nursery","12 53.620","-61 10.637"
"73080020","Nursery (Endeavor Bay)","12 53.493","-61 11.216"
"73080021","Scuba Dock (Endeavor Bay)","12 53.404","-61 11.135"
"57030118","Josephine's","16 04.883","-86 55.300"
"57030119","Eagle Ray Alley / Eagle Ray Pass","16 05.117","-86 53.483"
"57030120","Jack Neal Beach","16 04.550","-86 56.267"
"57030121","Linda's Wall","16 06.267","-86 52.733"
"57030122","Ron's Hole","16 05.083","-86 53.633"
"57030123","Ship's Stern","16 05.701","-86 52.867"
"57030124","Ted's Point West","16 05.145","-86 53.353"
"57020182","Sponge Gardens","16 23.57","-86 19.07"
"57020183","Rabbit Wall / Lime Key Wall","16 23.79","-86 17.98"
"57020184","Reef House Wall","16 23.352","-86 21.093"
"57020185","Lucy's Point","16 23.186","-86 21.520"
"57020186","Temptation Reef (West Bay)","16 16.438","-86 36.156"
"57020187","Jumping Jack (West End)","16 16.879","-86 36.266"
"54030078","Grand Bahia Hotel","20 22.375","-87 19.490"
"54030079","Halfmoon Bay","20 24.315","-87 18.457"
"34030232","Sargassum City","25 11.343","-80 21.119"
"57020188","Henry Morgan's Wall","16 23.783","-86 18.168"
"57020189","Pissed Off Eel Wall",NULL,NULL
"57020190","Garden Eel Wall","16 23.747","-86 18.809"
"57020191","Los Dos Hermanas","16 23.519","-86 19.575"
"33010752","Hanna's Wreck","26 06.719","-80 05.849"
"85020158","Elvin's Plane Wreck / Airplane Wreck (by Playa Kalki)","12 22.69","-69 09.72"
"85020159","Airplane Wreck (near Sunset Beach, Soto) ","12 16.040","-69 07.713"
"57020192","Secret Wall","16 21.994","-86 23.385"
"57020193","Surprise Wall","16 22.782","-86 22.535"
"62020024","El Abanico (near Bahia de Las Calderas)","18 12.960","-70 33.695"
"86020088","Round Table Wreck","11 18.158","-60 31.726"
"86020089","Goat Island Dream","11 17.978","-60 31.139"
"33010753","Port Everglades Artificial Reef (Concrete Piers)","26 06.760","-80 04.040"
"33010754","USS Memphis Aerojacks    ","26 03.224","-80 05.820"
"33010755","Joe's Nightmare (Steel Barge)","26 06.802","-80 04.225"
"33010756","Jerry's Barge","26 02.108","-80 05.490"
"33010757","U.S. Navy AFDL- 8/Tracor Drydock","26 06.765","-80 04.233"
"71060047","Shipwreck Beach Bar","17 16.351","-62 40.370"
"71070029","Thermal Vents","17 08.431","-62 38.711"
"57020194","Alcoholic Dog","16 22.971","-86 22.071"
"57020195","Tortuga Reef","16 23.112","-86 21.739"
"57020196","Fantasy Island Beach (Chris's Coral Tree)","16 21.397","-86 26.217"
"65030035","Kodiak Queen Wreck","18 29.903","-64 24.910"
"57020197","Conch Cay Wall","16 23.625","-86 19.224"
"62020025","Cabo Rojo","17 56.058","-71 39.563"
"62020026","La Caleta",NULL,NULL
"62020027","Playa Punta Salinas","18 13.637","-70 32.989"
"34030233","Airport Flats","25 05.636","-80 24.273"
"34040075","Papa Bear","24 49.415","-80 39.102"
"33010758","Dantor (160' steel freighter) ","26 00.591","-80 04.990"
"33010759","Eben-Ezer-2 (85' steel freighter) ","26 00.398","-80 05.589"
"33010760","USS Memphis Reef Balls ","26 03.342","-80 05.797"
"44040029","Razors Edge/ Rugged Ledge","21 45.550","-72 27.230"
"44040030","Potholes","21 45.425","-72 27.209"
"51040094","Vamo Moro Reef","21 44.406","-80 00.975"
"44010036","Coral Gardens (near Windsong Resort)","21 47.210","-72 12.200"
"42060167","Pink House","25 28.878","-76 37.609"
"42060168","Bridge Point","25 34.436","-76 42.958"
"42060169","Current Rock","25 23.901","-76 51.543"
"54010044","Nurseries Oceanus (Puerto Morelos)",NULL,NULL
"57020198","Island Fueler Wreck","16 21.183","-86 27.083"
"42060170","Carnarvan","25 34.107","-76 40.502"
"42060171","San Fuego ","25 34.048","-76 39.779"
"42060172","Coney Island ","25 18.763","-76 52.992"
"55090004","Placencia Beach Seagrass and Patch Reef","16 30.885","-88 21.820"
"23020016","South Jack Ledges","27 32.500","-82 55.287"
"21010325","Mac's Reef","30 21.391","-86 32.876"
"21010326","John Griscom Memorial Reef","29 54.784","-85 31.889"
"21010327","MB-192 Unnamed","29 55.052","-85 32.974"
"21010328","MB-193 Unnamed","29 55.066","-85 34.134"
"21010329","MB-194 Unnamed","29 55.088","-85 35.253"
"21010330","MB-195 Unnamed","29 55.089","-85 28.294"
"21010331","MB-196 Unnamed","29 54.891","-85 28.161"
"21010332","MB-197 Unnamed","29 54.696","-85 28.014"
"21010333","MB-198 Unnamed","29 54.922","-85 36.338"
"21010334","MB-199 Unnamed","29 55.082","-85 40.755"
"21010335","MB-200 Unnamed","29 55.082","-85 38.594"
"21010336","MB-201 Unnamed","29 55.088","-85 39.650"
"21010337","MB-202 Unnamed","29 55.085","-85 36.315"
"21010338","MB-203 Unnamed","29 54.775","-85 27.741"
"21010339","MB-204 Unnamed","29 54.664","-85 27.330"
"21010340","MB-205 Unnamed","29 54.865","-85 27.475"
"21010341","MB-206 Unnamed","29 54.566","-85 27.592"
"21010342","MB-207 Unnamed","29 54.368","-85 27.444"
"21010343","MB-208 Unnamed","29 54.468","-85 27.178"
"21010344","MB-209 Unnamed","29 56.109","-85 29.719"
"21010345","MB-210 Unnamed","29 56.205","-85 29.457"
"21010346","Jim Whitright Memorial Reef","29 56.304","-85 29.196"
"21010347","MB-212 Unnamed","29 55.898","-85 29.572"
"21010348","MB-213 Unnamed","29 55.690","-85 29.423"
"21010349","MB-214 Unnamed","29 55.800","-85 29.164"
"21010350","MB-215 Unnamed","29 55.895","-85 28.897"
"21010351","Peter Spinelli Reef","29 55.687","-85 28.747"
"21010352","MB-217 Unnamed","29 55.480","-85 28.597"
"21010353","MB-218 Unnamed","29 55.280","-85 28.436"
"21010354","MB-219 Unnamed","29 54.976","-85 28.556"
"21010355","MB-220 Unnamed","29 54.202","-85 28.320"
"21010356","MB-221 Unnamed","29 54.364","-85 28.106"
"21010357","MB-222 Unnamed","29 53.994","-85 28.173"
"21010358","MB-223 Unnamed","29 53.858","-85 28.074"
"21010359","Military and Veterans Reef","29 54.736","-85 35.245"
"21010360","Lewis Allen Brooks Reef","29 44.210","-85 41.912"
"21010361","Elizabeth Marie Nelson Reef","29 55.460","-85 32.841"
"21010362","MB-227 Unnamed","29 56.001","-85 28.639"
"21010363","MB-228 Unnamed","29 56.095","-85 28.381"
"21010364","MB-229 Unnamed","29 55.798","-85 28.492"
"21010365","MB-230 Unnamed","29 56.698","-85 28.817"
"21010366","MB-231 Unnamed","29 55.890","-85 28.235"
"21010367","MB-232 Unnamed","29 55.592","-85 28.333"
"21010368","MB-233 Unnamed","29 55.688","-85 28.076"
"21010369","MB-234 Unnamed","29 55.391","-85 28.185"
"21010370","MB-235 Unnamed","29 55.480","-85 27.922"
"21010371","MB-236 Unnamed","29 55.180","-85 28.040"
"21010372","MB-237 Unnamed","29 55.279","-85 27.777"
"21010373","MB-238 Unnamed","29 54.975","-85 27.909"
"21010374","MB-239 Unnamed","29 55.075","-85 27.631"
"21010375","MB-240 Unnamed","29 54.266","-85 27.029"
"21010376","MB-241 Unnamed","29 56.409","-85 28.944"
"21010377","MB-242 Unnamed","29 56.506","-85 28.681"
"33010761","Usikusiku (44' Sailboat)","26 00.441","-80 05.585"
"33010762","Hollywood (Two 24' Barges and 30 Reefballs)","26 00.459","-80 05.623"
"33010763","Captain Dede (50' Sailboat)","26 00.573","-80 05.595"
"33010764","Summerfield (40' Sailboat)","26 00.591","-80 05.612"
"33010765","NSWC Sea Con Reef Arrays","26 00.595","-80 05.608"
"33010766","Michelline (32' Sailboat)","26 00.602","-80 05.597"
"33010767","Emmi Boggs (55' Landing Craft Manned Barge)","26 00.611","-80 05.614"
"33010768","Grady (61' Hopper Barge)","26 00.615","-80 05.649"
"33010769","Curry (30' Barge with Crane Boom)","26 00.651","-80 05.600"
"64030096","Salomon Bay","18 20.410","-64 47.607"
"33010770","Turtle Ledge (Pompano Beach)","26 13.524","-80 04.866"
"51030151","Doug's Delight","21 51.519","-84 27.917
"
"21010378","Grey Ghost Wreck","30 02.810","-86 05.530"
"34110016","Sam’s Bathtub","25 09.401","-80 23.566"
"54020095","Puesta del Sol Condos","20 31.875","-86 56.390"
"34030234","Tavernier Key NE side","24 59.886","-80 30.135"
"52010076","Handcuff Reef (Panama Canal)","19 44.720","-79 46.277"
"21010380","Rock Ballast","30 19.156","-87 18.057"
"21010381","Rhoda - Rock Ballast","30 19.580","-87 14.978"
"21010382","USS Masachusetts",NULL,NULL
"62030035","Playa Magallanes","18 21.815","-68 50.445"
"33010771","Watkin's Hole ","26 08.540","-80 04.610"
"33010772","Anglin' Pier Reef ","26 11.460","-80 04.303"
"33010773","Mark's Ledge","26 11.858","-80 04.337"
"33010774","Sinkholes","26 11.884","-80 04.513"
"33010775","Pompano 3rd Reef Ridge","26 13.690","-80 04.192"
"33010776","Nolan's Ledge","26 14.524","-80 04.896"
"33010777","Hillsboro Outside Edge","26 16.942","-80 03.776"
"33010778","Hillsboro Domes","26 17.515","-80 04.085"
"33010779","Cannon's Mound, S","26 17.550","-80 04.140"
"33010780","Cannon's Mound","26 17.605","-80 04.148"
"33010781","Johnson's Mound","26 17.661","-80 04.139"
"33010782","Deerfield Beach Fishing Pier","26 18.988","-80 04.362"
"33010783","Segment III Mitigation Hollywood","25 59.012","-80 06.877"
"57020199","Osman's Reef",NULL,NULL
"73050006","Rocky Bay","13 00.627","-61 14.818"
